/* DATA DESCRIPTION:
Citation:	Westerhold, Thomas (2020): S34. Binned and LOESS smoothed Cenozoic deep-sea benthic foraminifer stable carbon and oxygen isotope reference splice. PANGAEA, https://doi.org/10.1594/PANGAEA.917717, 
	In: Westerhold, T (2020): Cenozoic global reference benthic carbon and oxygen isotope dataset (CENOGRID). PANGAEA, https://doi.org/10.1594/PANGAEA.917503
Keyword(s):	Cenozoic Climate; Ocean Drilling
Related to:	Westerhold, Thomas; Marwan, Norbert; Drury, Anna Joy; Liebrand, Diederik; Agnini, Claudia; Anagnostou, Eleni; Barnet, James S K; Bohaty, Steven M; De Vleeschouwer, David; Florindo, Fabio; Frederichs, Thomas; Hodell, David A; Holbourn, Ann E; Kroon, Dick; Lauretano, Vittoria; Littler, Kate; Lourens, Lucas Joost; Lyle, Mitchell W; Pälike, Heiko; Röhl, Ursula; Tian, Jun; Wilkens, Roy H; Wilson, Paul A; Zachos, James C (2020): An astronomically dated record of Earth's climate and its predictability over the last 66 million years. Science, 369, 1383-1387, https://doi.org/10.1126/science.aba6853
Project(s):	Ocean Drilling Program (ODP) (URI: http://www-odp.tamu.edu/)
Parameter(s):	Tuned time [Ma] (Tuned time) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html)
	Foraminifera, benthic [#] (Foram benth) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: ISOBENbinned_d13Ccount
	Foraminifera, benthic δ13C [‰ PDB] (Foram benth δ13C) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: ISOBENbinned_d13C
	Foraminifera, benthic δ13C [‰ PDB] (Foram benth δ13C) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: ISOBENbinned_d13Cinterp
	Foraminifera, benthic [#] (Foram benth) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: ISOBENbinned_d18Ocount
	Foraminifera, benthic δ18O [‰ PDB] (Foram benth δ18O) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: ISOBENbinned_d18O
	Foraminifera, benthic δ18O [‰ PDB] (Foram benth δ18O) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: ISOBENbinned_d18Ointerp
	Foraminifera, benthic δ13C [‰ PDB] (Foram benth δ13C) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: ISOBENd13cLOESSsmooth
	Foraminifera, benthic δ18O [‰ PDB] (Foram benth δ18O) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: ISOBENd18oLOESSsmooth
	Comment (Comment) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: error
	Foraminifera, benthic δ13C [‰ PDB] (Foram benth δ13C) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: ISOBENd13cLOESSsmoothLongTerm
	Foraminifera, benthic δ18O [‰ PDB] (Foram benth δ18O) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: ISOBENd18oLOESSsmoothLongTerm
	Comment (Comment) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: ISOBENLOESSsmooth_pts
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0)
Size:	294263 data points
*/
Tuned time [Ma]	Foram benth [#] (ISOBENbinned_d13Ccount)	Foram benth δ13C [‰ PDB] (ISOBENbinned_d13C)	Foram benth δ13C [‰ PDB] (ISOBENbinned_d13Cinterp)	Foram benth [#] (ISOBENbinned_d18Ocount)	Foram benth δ18O [‰ PDB] (ISOBENbinned_d18O)	Foram benth δ18O [‰ PDB] (ISOBENbinned_d18Ointerp)	Foram benth δ13C [‰ PDB] (ISOBENd13cLOESSsmooth)	Foram benth δ18O [‰ PDB] (ISOBENd18oLOESSsmooth)	Comment (error)	Foram benth δ13C [‰ PDB] (ISOBENd13cLOESSsmoothLongTerm)	Foram benth δ18O [‰ PDB] (ISOBENd18oLOESSsmoothLongTerm)	Comment (ISOBENLOESSsmooth_pts)
5.946	2	-0.155	-0.155	2	3.345	3.345	-0.221	3.259	10pts smooth	-0.194928420	3.260677600	500pts smooth
5.948	3	-0.137	-0.137	3	3.193	3.193	-0.222	3.239	10pts smooth	-0.196026520	3.259886300	500pts smooth
5.950	2	-0.395	-0.395	2	3.135	3.135	-0.227	3.222	10pts smooth	-0.197101320	3.259106600	500pts smooth
5.952	2	-0.225	-0.225	2	3.325	3.325	-0.246	3.260	10pts smooth	-0.198151830	3.258339900	500pts smooth
5.954	3	-0.180	-0.180	3	3.270	3.270	-0.265	3.306	10pts smooth	-0.199176980	3.257586500	500pts smooth
5.956	3	-0.197	-0.197	3	3.320	3.320	-0.264	3.325	10pts smooth	-0.200175730	3.256847400	500pts smooth
5.958	2	-0.445	-0.445	2	3.465	3.465	-0.250	3.330	10pts smooth	-0.201147030	3.256123500	500pts smooth
5.960	2	-0.200	-0.200	2	3.170	3.170	-0.217	3.307	10pts smooth	-0.202089860	3.255415700	500pts smooth
5.962	3	-0.057	-0.057	3	3.300	3.300	-0.176	3.275	10pts smooth	-0.203003180	3.254724700	500pts smooth
5.964	2	-0.125	-0.125	2	3.300	3.300	-0.133	3.245	10pts smooth	-0.203885930	3.254051200	500pts smooth
5.966	2	-0.190	-0.190	2	3.155	3.155	-0.092	3.221	10pts smooth	-0.204737070	3.253396500	500pts smooth
5.968	4	-0.047	-0.047	4	3.240	3.240	-0.061	3.205	10pts smooth	-0.205555560	3.252760900	500pts smooth
5.970	2	0.005	0.005	2	3.155	3.155	-0.034	3.196	10pts smooth	-0.206340370	3.252145500	500pts smooth
5.972	3	0.033	0.033	3	3.253	3.253	-0.004	3.202	10pts smooth	-0.207090450	3.251551200	500pts smooth
5.974	2	-0.050	-0.050	2	3.190	3.190	0.021	3.213	10pts smooth	-0.207804770	3.250978700	500pts smooth
5.976	2	0.015	0.015	2	3.210	3.210	0.041	3.226	10pts smooth	-0.208482270	3.250428900	500pts smooth
5.978	1	0.130	0.130	1	3.260	3.260	0.051	3.237	10pts smooth	-0.209121910	3.249902500	500pts smooth
5.980	1	0.020	0.020	1	3.230	3.230	0.036	3.241	10pts smooth	-0.209722670	3.249400600	500pts smooth
5.982	1	0.030	0.030	1	3.270	3.270	0.008	3.240	10pts smooth	-0.210283490	3.248924000	500pts smooth
5.984	2	-0.085	-0.085	2	3.200	3.200	-0.017	3.232	10pts smooth	-0.210805580	3.248447200	500pts smooth
5.986	1	-0.050	-0.050	1	3.230	3.230	-0.052	3.220	10pts smooth	-0.211291430	3.247945300	500pts smooth
5.988	2	-0.095	-0.095	2	3.170	3.170	-0.090	3.205	10pts smooth	-0.211741850	3.247418900	500pts smooth
5.990	1	-0.070	-0.070	1	3.260	3.260	-0.173	3.181	10pts smooth	-0.212157680	3.246868800	500pts smooth
5.992	2	-0.300	-0.300	2	3.135	3.135	-0.268	3.165	10pts smooth	-0.212539780	3.246296400	500pts smooth
5.994	1	-0.460	-0.460	1	3.110	3.110	-0.367	3.172	10pts smooth	-0.212888940	3.245702000	500pts smooth
5.996	2	-0.365	-0.365	2	3.230	3.230	-0.447	3.193	10pts smooth	-0.213206040	3.245086900	500pts smooth
5.998	1	-0.590	-0.590	1	3.250	3.250	-0.458	3.251	10pts smooth	-0.213491890	3.244452000	500pts smooth
6.000	2	-0.370	-0.370	2	3.325	3.325	-0.466	3.320	10pts smooth	-0.213747320	3.243797800	500pts smooth
6.002	1	-0.390	-0.390	1	3.290	3.290	-0.549	3.385	10pts smooth	-0.213973190	3.243125400	500pts smooth
6.004	1	-0.690	-0.690	1	3.510	3.510	-0.607	3.416	10pts smooth	-0.214170320	3.242435900	500pts smooth
6.006	1	-0.790	-0.790	1	3.490	3.490	-0.560	3.349	10pts smooth	-0.214339540	3.241730000	500pts smooth
6.008	2	-0.420	-0.420	2	3.195	3.195	-0.471	3.265	10pts smooth	-0.214481700	3.241008500	500pts smooth
6.010	1	-0.190	-0.190	1	2.990	2.990	-0.302	3.203	10pts smooth	-0.214597630	3.240272300	500pts smooth
6.012	1	-0.100	-0.100	1	3.270	3.270	-0.142	3.152	10pts smooth	-0.214688150	3.239522500	500pts smooth
6.014	3	-0.140	-0.140	3	3.253	3.253	-0.109	3.155	10pts smooth	-0.214754100	3.238759800	500pts smooth
6.016	1	-0.120	-0.120	1	3.100	3.100	-0.118	3.170	10pts smooth	-0.214796330	3.237985100	500pts smooth
6.018	2	-0.220	-0.220	2	3.145	3.145	-0.144	3.152	10pts smooth	-0.214815680	3.237199300	500pts smooth
6.020	1	-0.040	-0.040	1	3.140	3.140	-0.184	3.141	10pts smooth	-0.214812960	3.236403200	500pts smooth
6.022	2	-0.315	-0.315	2	3.115	3.115	-0.229	3.185	10pts smooth	-0.214789020	3.235598100	500pts smooth
6.024	1	-0.250	-0.250	1	3.330	3.330	-0.272	3.228	10pts smooth	-0.214744690	3.234784400	500pts smooth
6.026	1	-0.360	-0.360	1	3.220	3.220	-0.285	3.218	10pts smooth	-0.214680810	3.233963300	500pts smooth
6.028	1	-0.190	-0.190	1	3.240	3.240	-0.285	3.203	10pts smooth	-0.214598210	3.233135200	500pts smooth
6.030	1	-0.500	-0.500	1	3.130	3.130	-0.301	3.213	10pts smooth	-0.214497730	3.232301700	500pts smooth
6.032	2	0.005	0.005	2	3.185	3.185	-0.325	3.238	10pts smooth	-0.214380200	3.231463200	500pts smooth
6.034	1	-0.420	-0.420	1	3.290	3.290	-0.360	3.305	10pts smooth	-0.214246470	3.230620900	500pts smooth
6.036	1	-0.620	-0.620	1	3.540	3.540	-0.372	3.367	10pts smooth	-0.214097370	3.229775200	500pts smooth
6.038	2	-0.245	-0.245	2	3.290	3.290	-0.304	3.366	10pts smooth	-0.213933710	3.228927400	500pts smooth
6.040	1	-0.140	-0.140	1	3.330	3.330	-0.215	3.345	10pts smooth	-0.213756350	3.228078400	500pts smooth
6.042	1	-0.150	-0.150	1	3.330	3.330	-0.147	3.325	10pts smooth	-0.213566110	3.227228900	500pts smooth
6.044	2	-0.030	-0.030	2	3.240	3.240	-0.101	3.300	10pts smooth	-0.213363860	3.226379900	500pts smooth
6.046	1	-0.100	-0.100	1	3.360	3.360	-0.102	3.263	10pts smooth	-0.213150380	3.225532100	500pts smooth
6.048	1	-0.260	-0.260	1	3.210	3.210	-0.103	3.221	10pts smooth	-0.212926550	3.224686600	500pts smooth
6.050	2	0.010	0.010	2	3.165	3.165	-0.053	3.174	10pts smooth	-0.212693180	3.223844300	500pts smooth
6.052	1	0.010	0.010	1	3.070	3.070	-0.003	3.135	10pts smooth	-0.212451130	3.223006000	500pts smooth
6.054	1	0.030	0.030	1	3.160	3.160	0.032	3.119	10pts smooth	-0.212201210	3.222172500	500pts smooth
6.056	2	0.045	0.045	2	3.150	3.150	0.008	3.113	10pts smooth	-0.211944270	3.221344700	500pts smooth
6.058	0		-0.063	0		3.115	-0.039	3.120	10pts smooth	-0.211681140	3.220523800	500pts smooth
6.060	2	-0.170	-0.170	2	3.080	3.080	-0.104	3.134	10pts smooth	-0.211412650	3.219710400	500pts smooth
6.062	1	-0.040	-0.040	1	3.210	3.210	-0.171	3.172	10pts smooth	-0.211139650	3.218905200	500pts smooth
6.064	2	-0.325	-0.325	2	3.190	3.190	-0.213	3.273	10pts smooth	-0.210862950	3.218109600	500pts smooth
6.066	0		-0.267	0		3.395	-0.256	3.375	10pts smooth	-0.210583420	3.217324000	500pts smooth
6.068	1	-0.210	-0.210	1	3.600	3.600	-0.305	3.438	10pts smooth	-0.210301860	3.216549600	500pts smooth
6.070	2	-0.420	-0.420	2	3.310	3.310	-0.353	3.476	10pts smooth	-0.210019130	3.215787400	500pts smooth
6.072	1	-0.430	-0.430	1	3.570	3.570	-0.439	3.459	10pts smooth	-0.209736050	3.215037800	500pts smooth
6.074	1	-0.480	-0.480	1	3.350	3.350	-0.519	3.424	10pts smooth	-0.209453480	3.214302100	500pts smooth
6.076	1	-0.390	-0.390	1	3.400	3.400	-0.552	3.397	10pts smooth	-0.209172220	3.213581100	500pts smooth
6.078	1	-0.890	-0.890	1	3.410	3.410	-0.527	3.364	10pts smooth	-0.208893120	3.212875400	500pts smooth
6.080	1	-0.310	-0.310	1	3.320	3.320	-0.364	3.322	10pts smooth	-0.208617020	3.212186300	500pts smooth
6.082	2	-0.080	-0.080	2	3.230	3.230	-0.173	3.278	10pts smooth	-0.208344760	3.211514500	500pts smooth
6.084	1	-0.020	-0.020	1	3.270	3.270	-0.035	3.229	10pts smooth	-0.208077160	3.210861000	500pts smooth
6.086	1	0.220	0.220	1	3.180	3.180	0.064	3.190	10pts smooth	-0.207815070	3.210226300	500pts smooth
6.088	1	-0.070	-0.070	1	3.160	3.160	0.080	3.180	10pts smooth	-0.207559300	3.209611900	500pts smooth
6.090	2	-0.025	-0.025	2	3.155	3.155	0.070	3.178	10pts smooth	-0.207310720	3.209018200	500pts smooth
6.092	1	0.150	0.150	1	3.250	3.250	0.075	3.182	10pts smooth	-0.207070140	3.208446300	500pts smooth
6.094	2	0.130	0.130	2	3.150	3.150	0.064	3.184	10pts smooth	-0.206838410	3.207896900	500pts smooth
6.096	1	0.030	0.030	1	3.140	3.140	0.007	3.161	10pts smooth	-0.206616360	3.207371200	500pts smooth
6.098	1	-0.220	-0.220	1	3.210	3.210	-0.075	3.133	10pts smooth	-0.206404820	3.206869800	500pts smooth
6.100	2	-0.020	-0.020	2	3.055	3.055	-0.167	3.106	10pts smooth	-0.206204620	3.206393700	500pts smooth
6.102	1	-0.320	-0.320	1	3.120	3.120	-0.255	3.097	10pts smooth	-0.206016620	3.205943800	500pts smooth
6.104	1	-0.380	-0.380	1	3.040	3.040	-0.329	3.147	10pts smooth	-0.205841630	3.205521100	500pts smooth
6.106	2	-0.285	-0.285	2	3.240	3.240	-0.391	3.204	10pts smooth	-0.205680490	3.205126300	500pts smooth
6.108	2	-0.525	-0.525	2	3.320	3.320	-0.424	3.234	10pts smooth	-0.205534040	3.204760300	500pts smooth
6.110	1	-0.400	-0.400	1	3.270	3.270	-0.441	3.246	10pts smooth	-0.205403120	3.204423900	500pts smooth
6.112	1	-0.420	-0.420	1	3.140	3.140	-0.435	3.203	10pts smooth	-0.205288560	3.204118300	500pts smooth
6.114	2	-0.525	-0.525	2	3.200	3.200	-0.435	3.165	10pts smooth	-0.205191200	3.203844300	500pts smooth
6.116	1	-0.350	-0.350	1	3.040	3.040	-0.501	3.198	10pts smooth	-0.205074010	3.203596100	500pts smooth
6.118	2	-0.510	-0.510	2	3.395	3.395	-0.562	3.246	10pts smooth	-0.204900610	3.203367500	500pts smooth
6.120	1	-0.740	-0.740	1	3.270	3.270	-0.586	3.297	10pts smooth	-0.204672660	3.203158100	500pts smooth
6.122	2	-0.555	-0.555	2	3.315	3.315	-0.519	3.316	10pts smooth	-0.204391910	3.202967400	500pts smooth
6.124	2	-0.450	-0.450	2	3.320	3.320	-0.414	3.316	10pts smooth	-0.204060030	3.202795000	500pts smooth
6.126	1	-0.030	-0.030	1	3.270	3.270	-0.268	3.295	10pts smooth	-0.203678730	3.202640300	500pts smooth
6.128	1	-0.340	-0.340	1	3.320	3.320	-0.132	3.264	10pts smooth	-0.203249720	3.202503000	500pts smooth
6.130	2	0.065	0.065	2	3.195	3.195	-0.087	3.217	10pts smooth	-0.202774700	3.202382300	500pts smooth
6.132	1	-0.100	-0.100	1	3.170	3.170	-0.058	3.177	10pts smooth	-0.202255380	3.202278100	500pts smooth
6.134	1	-0.110	-0.110	1	3.110	3.110	-0.005	3.170	10pts smooth	-0.201693460	3.202189900	500pts smooth
6.136	2	0.115	0.115	2	3.200	3.200	0.041	3.173	10pts smooth	-0.201090650	3.202117000	500pts smooth
6.138	1	0.150	0.150	1	3.280	3.280	0.076	3.186	10pts smooth	-0.200448650	3.202059300	500pts smooth
6.140	1	-0.020	-0.020	1	3.090	3.090	0.097	3.202	10pts smooth	-0.199769150	3.202016100	500pts smooth
6.142	1	0.210	0.210	1	3.240	3.240	0.091	3.212	10pts smooth	-0.199053880	3.201987000	500pts smooth
6.144	1	-0.050	-0.050	1	3.220	3.220	0.075	3.221	10pts smooth	-0.198304530	3.201971500	500pts smooth
6.146	2	0.045	0.045	2	3.270	3.270	0.065	3.231	10pts smooth	-0.197522800	3.201969400	500pts smooth
6.148	1	0.200	0.200	1	3.190	3.190	0.033	3.236	10pts smooth	-0.196710410	3.201979600	500pts smooth
6.150	1	-0.120	-0.120	1	3.290	3.290	-0.065	3.222	10pts smooth	-0.195869040	3.202002500	500pts smooth
6.152	2	-0.100	-0.100	2	3.095	3.095	-0.157	3.203	10pts smooth	-0.195000410	3.202037100	500pts smooth
6.154	1	-0.400	-0.400	1	3.320	3.320	-0.201	3.184	10pts smooth	-0.194106240	3.202082900	500pts smooth
6.156	1	-0.130	-0.130	1	3.050	3.050	-0.183	3.171	10pts smooth	-0.193188210	3.202139600	500pts smooth
6.158	1	-0.030	-0.030	1	3.230	3.230	-0.150	3.160	10pts smooth	-0.192248020	3.202206900	500pts smooth
6.160	2	-0.125	-0.125	2	3.110	3.110	-0.162	3.145	10pts smooth	-0.191287380	3.202284100	500pts smooth
6.162	1	-0.290	-0.290	1	3.190	3.190	-0.171	3.139	10pts smooth	-0.190308020	3.202370900	500pts smooth
6.164	1	-0.070	-0.070	1	3.050	3.050	-0.130	3.159	10pts smooth	-0.189311610	3.202466500	500pts smooth
6.166	1	-0.260	-0.260	1	3.230	3.230	-0.075	3.179	10pts smooth	-0.188299860	3.202570900	500pts smooth
6.168	2	0.185	0.185	2	3.250	3.250	-0.003	3.193	10pts smooth	-0.187274500	3.202683400	500pts smooth
6.170	1	0.060	0.060	1	3.150	3.150	0.048	3.199	10pts smooth	-0.186237220	3.202803600	500pts smooth
6.172	1	-0.030	-0.030	1	3.180	3.180	-0.002	3.173	10pts smooth	-0.185189690	3.202931200	500pts smooth
6.174	2	-0.050	-0.050	2	3.115	3.115	-0.076	3.134	10pts smooth	-0.184133660	3.203065400	500pts smooth
6.176	1	-0.090	-0.090	1	3.240	3.240	-0.118	3.101	10pts smooth	-0.183070820	3.203205800	500pts smooth
6.178	1	-0.330	-0.330	1	2.890	2.890	-0.139	3.075	10pts smooth	-0.182002890	3.203352200	500pts smooth
6.180	1	-0.030	-0.030	1	3.090	3.090	-0.108	3.066	10pts smooth	-0.180931540	3.203504100	500pts smooth
6.182	2	-0.015	-0.015	2	3.155	3.155	-0.073	3.064	10pts smooth	-0.179858480	3.203660700	500pts smooth
6.184	1	-0.020	-0.020	1	2.970	2.970	-0.066	3.060	10pts smooth	-0.178785440	3.203821900	500pts smooth
6.186	1	-0.210	-0.210	1	3.150	3.150	-0.086	3.054	10pts smooth	-0.177714110	3.203987100	500pts smooth
6.188	1	-0.030	-0.030	1	3.030	3.030	-0.176	3.033	10pts smooth	-0.176646190	3.204155900	500pts smooth
6.190	1	-0.270	-0.270	1	2.910	2.910	-0.244	3.034	10pts smooth	-0.175583380	3.204327800	500pts smooth
6.192	2	-0.430	-0.430	2	3.175	3.175	-0.307	3.045	10pts smooth	-0.174527390	3.204502600	500pts smooth
6.194	3	-0.243	-0.243	3	3.020	3.020	-0.358	3.076	10pts smooth	-0.173479930	3.204679300	500pts smooth
6.196	1	-0.410	-0.410	1	3.120	3.120	-0.382	3.114	10pts smooth	-0.172442700	3.204857800	500pts smooth
6.198	2	-0.420	-0.420	2	3.140	3.140	-0.358	3.148	10pts smooth	-0.171417420	3.205037600	500pts smooth
6.200	1	-0.300	-0.300	1	3.160	3.160	-0.318	3.173	10pts smooth	-0.170405760	3.205218100	500pts smooth
6.202	1	-0.140	-0.140	1	3.240	3.240	-0.259	3.183	10pts smooth	-0.169409450	3.205399000	500pts smooth
6.204	2	-0.330	-0.330	2	3.170	3.170	-0.186	3.182	10pts smooth	-0.168430180	3.205580000	500pts smooth
6.206	1	-0.090	-0.090	1	3.070	3.070	-0.116	3.160	10pts smooth	-0.167469670	3.205760200	500pts smooth
6.208	1	-0.030	-0.030	1	3.250	3.250	-0.052	3.125	10pts smooth	-0.166529610	3.205939500	500pts smooth
6.210	2	0.045	0.045	2	3.065	3.065	0.008	3.075	10pts smooth	-0.165611710	3.206117400	500pts smooth
6.212	1	0.000	0.000	1	3.000	3.000	0.045	3.035	10pts smooth	-0.164717670	3.206293100	500pts smooth
6.214	1	0.080	0.080	1	2.970	2.970	0.029	3.034	10pts smooth	-0.163849200	3.206466700	500pts smooth
6.216	2	-0.005	-0.005	2	3.075	3.075	-0.002	3.051	10pts smooth	-0.163008000	3.206637400	500pts smooth
6.218	1	-0.120	-0.120	1	3.110	3.110	-0.016	3.082	10pts smooth	-0.162195790	3.206804800	500pts smooth
6.220	1	0.030	0.030	1	3.170	3.170	-0.042	3.117	10pts smooth	-0.161414250	3.206968300	500pts smooth
6.222	2	-0.085	-0.085	2	3.125	3.125	-0.101	3.152	10pts smooth	-0.160665080	3.207127600	500pts smooth
6.224	1	-0.130	-0.130	1	3.070	3.070	-0.171	3.182	10pts smooth	-0.159950020	3.207282300	500pts smooth
6.226	1	-0.220	-0.220	1	3.270	3.270	-0.244	3.201	10pts smooth	-0.159270750	3.207432000	500pts smooth
6.228	2	-0.505	-0.505	2	3.385	3.385	-0.303	3.222	10pts smooth	-0.158628960	3.207575800	500pts smooth
6.230	1	-0.240	-0.240	1	2.950	2.950	-0.299	3.229	10pts smooth	-0.158026380	3.207713800	500pts smooth
6.232	1	-0.180	-0.180	1	3.390	3.390	-0.293	3.235	10pts smooth	-0.157464710	3.207845200	500pts smooth
6.234	1	-0.370	-0.370	1	3.370	3.370	-0.368	3.286	10pts smooth	-0.156945650	3.207969700	500pts smooth
6.236	2	-0.355	-0.355	2	3.065	3.065	-0.439	3.342	10pts smooth	-0.156470890	3.208086700	500pts smooth
6.238	1	-0.650	-0.650	1	3.590	3.590	-0.462	3.365	10pts smooth	-0.156042160	3.208195900	500pts smooth
6.240	1	-0.450	-0.450	1	3.340	3.340	-0.434	3.371	10pts smooth	-0.155661150	3.208296500	500pts smooth
6.242	1	-0.280	-0.280	1	3.350	3.350	-0.282	3.354	10pts smooth	-0.155329560	3.208388600	500pts smooth
6.244	1	-0.020	-0.020	1	3.310	3.310	-0.110	3.323	10pts smooth	-0.155049100	3.208471300	500pts smooth
6.246	2	-0.040	-0.040	2	3.280	3.280	-0.010	3.300	10pts smooth	-0.154821490	3.208544500	500pts smooth
6.248	1	0.160	0.160	1	3.300	3.300	0.067	3.277	10pts smooth	-0.154648390	3.208607200	500pts smooth
6.250	1	0.010	0.010	1	3.260	3.260	0.124	3.245	10pts smooth	-0.154502940	3.208676300	500pts smooth
6.252	2	0.170	0.170	2	3.220	3.220	0.172	3.217	10pts smooth	-0.154357190	3.208767900	500pts smooth
6.254	1	0.200	0.200	1	3.130	3.130	0.245	3.193	10pts smooth	-0.154211370	3.208881100	500pts smooth
6.256	1	0.370	0.370	1	3.270	3.270	0.246	3.202	10pts smooth	-0.154065680	3.209015600	500pts smooth
6.258	1	0.280	0.280	1	3.140	3.140	0.215	3.222	10pts smooth	-0.153920350	3.209170300	500pts smooth
6.260	1	0.070	0.070	1	3.320	3.320	0.131	3.251	10pts smooth	-0.153775560	3.209344900	500pts smooth
6.262	2	-0.040	-0.040	2	3.230	3.230	0.055	3.271	10pts smooth	-0.153631540	3.209538500	500pts smooth
6.264	1	-0.030	-0.030	1	3.320	3.320	0.079	3.248	10pts smooth	-0.153488490	3.209750400	500pts smooth
6.266	1	0.280	0.280	1	3.210	3.210	0.106	3.219	10pts smooth	-0.153346610	3.209980000	500pts smooth
6.268	1	0.170	0.170	1	3.130	3.130	0.082	3.202	10pts smooth	-0.153206140	3.210226500	500pts smooth
6.270	2	-0.085	-0.085	2	3.195	3.195	0.027	3.190	10pts smooth	-0.153067260	3.210489500	500pts smooth
6.272	1	-0.180	-0.180	1	3.270	3.270	-0.101	3.197	10pts smooth	-0.152930200	3.210768200	500pts smooth
6.274	1	-0.090	-0.090	1	3.170	3.170	-0.251	3.213	10pts smooth	-0.152795170	3.211062000	500pts smooth
6.276	2	-0.390	-0.390	2	3.185	3.185	-0.410	3.218	10pts smooth	-0.152662350	3.211369800	500pts smooth
6.278	1	-0.590	-0.590	1	3.270	3.270	-0.533	3.225	10pts smooth	-0.152531980	3.211691400	500pts smooth
6.280	1	-0.720	-0.720	1	3.270	3.270	-0.534	3.264	10pts smooth	-0.152404280	3.212025900	500pts smooth
6.282	1	-0.470	-0.470	1	3.210	3.210	-0.505	3.299	10pts smooth	-0.152279420	3.212372500	500pts smooth
6.284	1	-0.290	-0.290	1	3.390	3.390	-0.491	3.299	10pts smooth	-0.152157630	3.212731100	500pts smooth
6.286	1	-0.360	-0.360	1	3.310	3.310	-0.470	3.283	10pts smooth	-0.152039130	3.213100400	500pts smooth
6.288	1	-0.890	-0.890	1	3.220	3.220	-0.488	3.246	10pts smooth	-0.151924120	3.213479800	500pts smooth
6.290	1	-0.280	-0.280	1	3.160	3.160	-0.496	3.204	10pts smooth	-0.151812810	3.213868900	500pts smooth
6.292	0		-0.357	0		3.190	-0.404	3.194	10pts smooth	-0.151705400	3.214266800	500pts smooth
6.294	2	-0.435	-0.435	2	3.220	3.220	-0.289	3.189	10pts smooth	-0.151602120	3.214673000	500pts smooth
6.296	1	-0.120	-0.120	1	3.160	3.160	-0.209	3.166	10pts smooth	-0.151503180	3.215086700	500pts smooth
6.298	2	-0.170	-0.170	2	3.170	3.170	-0.147	3.138	10pts smooth	-0.151408760	3.215507300	500pts smooth
6.300	1	-0.090	-0.090	1	3.140	3.140	-0.110	3.109	10pts smooth	-0.151319090	3.215934000	500pts smooth
6.302	2	-0.060	-0.060	2	2.970	2.970	-0.098	3.096	10pts smooth	-0.151234390	3.216366100	500pts smooth
6.304	3	-0.180	-0.180	3	3.123	3.123	-0.129	3.130	10pts smooth	-0.151154850	3.216803100	500pts smooth
6.306	2	-0.150	-0.150	2	3.250	3.250	-0.171	3.167	10pts smooth	-0.151080680	3.217244100	500pts smooth
6.308	3	-0.143	-0.143	3	3.233	3.233	-0.185	3.172	10pts smooth	-0.151012120	3.217688800	500pts smooth
6.310	2	-0.370	-0.370	2	3.095	3.095	-0.201	3.169	10pts smooth	-0.150949340	3.218136100	500pts smooth
6.312	2	-0.120	-0.120	2	3.155	3.155	-0.240	3.158	10pts smooth	-0.150892590	3.218585500	500pts smooth
6.314	3	-0.227	-0.227	3	3.123	3.123	-0.295	3.152	10pts smooth	-0.150842030	3.219036300	500pts smooth
6.316	2	-0.410	-0.410	2	3.225	3.225	-0.418	3.182	10pts smooth	-0.150797900	3.219487900	500pts smooth
6.318	2	-0.575	-0.575	2	3.205	3.205	-0.520	3.216	10pts smooth	-0.150760430	3.219939700	500pts smooth
